Atualizado em: 2023-06-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_ORIGEM_CONTINENTE;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;AEROPORTO_DE_DESTINO_CONTINENTE;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;PASSAGEIROS_GRATIS;CARGA_PAGA_KG;CARGA_GRATIS_KG;CORREIO_KG;ASK;RPK;ATK;RTK;DISTANCIA_VOADA_KM;DECOLAGENS;CARGA_PAGA_KM;CARGA_GRATIS_KM;CORREIO_KM;ASSENTOS;PAYLOAD;HORAS_VOADAS;BAGAGEM_KG
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;9;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;641;19;29629;0;948;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;9;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1209;66;31098;0;0;6957300;2103450;890271;259420;32973;29;69046600;0;1077880;6119;783000;72,02;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;9;SSBG;BENTO GONÇALVES;RS;SUL;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;162;2;18820;0;0;2100250;1360960;294035;280593;8401;1;158107000;0;0;250;35000;9,33;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;9;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;980;2;192701;0;307;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;9;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2515;51;81293;0;0;9938100;5487150;1271700;924482;47100;30;430171000;0;481990;6330;810000;60,17;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5498;220;373598;0;266;86504300;45325500;12695800;7161410;362736;44;3079940000;0;2192900;10493;1540000;455,56;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2956;143;21519;100;6606;48924600;22846900;3709920;2273590;231870;30;166320000;772900;51057800;6330;480000;309,02;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3881;105;207856;0;2833;51747300;29744000;8583680;4291660;245248;32;1593010000;0;21712100;6752;1120000;327,69;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;879;26;101639;241;615;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3700;228;44410;8387;38089;43935900;30757100;7287940;4009110;208227;31;981011000;57954300;259975000;6541;1085000;267,31;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6595;295;174628;0;8130;86001000;53663600;14265600;6814840;407588;62;1782210000;0;202939000;13082;2170000;552,24;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;594;26;34893;0;10281;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;974;32;61579;0;12459;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;782;33;66035;28;575;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;27;0;180;0;2367840;283084;302994;49577;11222;31;23904700;75296;208150;6541;837000;19,22;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;2683;137;106332;0;0;47293800;20736900;3586260;2688150;224141;29;821840000;0;0;6119;464000;260,04;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3752;250;263341;67;5930;43935900;30454900;7287940;4997040;208227;31;2212420000;638115;43694100;6541;1085000;230,4;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;24;0;107;0;2367840;318198;305890;65640;11222;31;36793300;125976;222630;6541;845000;20,21;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5602;238;393591;0;117;80964300;46182900;11830100;7402170;338004;41;3244760000;0;964548;9821;1435000;380,02;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3758;95;312523;0;0;50076600;28801300;8315440;4987280;237584;31;2395180000;0;0;6534;1085000;281,32;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;6902;301;573881;0;1604;86001000;55307100;14265600;10012600;407588;62;5017070000;0;17920700;13082;2170000;458,76;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1354;59;99207;0;56;6957300;2213740;899367;362181;32973;29;151634000;0;11325700;6119;791000;25,99;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1907;67;81656;0;465;10269400;4523170;1314090;652239;48670;31;224879000;0;20290700;6541;837000;45,77;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;705;16;37978;0;651;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1011;62;41638;1;73;7197210;1951090;920970;266930;34110;30;90523400;1137;823188;6330;810000;71,04;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;806;6;151309;0;471;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1999;84;108434;0;0;10269400;4403850;1314090;804868;48670;31;407796000;0;739470;6541;837000;87,6;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;10;;;;;;;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;;;;;;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;195;41;31313;0;0;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4715;215;270888;0;382;84484500;40478000;12407200;6137490;354492;43;2491340000;0;3149210;10248;1505000;408,88;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2664;101;30771;0;7865;47293800;20590100;3586260;2151710;224141;29;237829000;0;60788600;6119;464000;277,08;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3548;108;181183;0;2559;48513100;27191900;8047200;3855450;229920;30;1388590000;0;19612200;6330;1050000;284,71;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1023;37;96244;286;0;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2708;100;23984;6123;23137;42518600;25061100;7052850;3218470;201510;30;807572000;43049300;155411000;6330;1050000;245,79;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5898;312;159566;0;8057;83226800;48838300;13805400;6233270;394440;60;1634610000;0;203255000;12660;2100000;468,15;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;566;35;36531;0;8590;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;965;23;52550;0;14271;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;733;19;83301;30;0;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;13;0;98;0;2291460;265346;293220;54022;10860;30;30155000;46336;0;6330;810000;19,09;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;242;17;30535;0;0;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;2608;86;84673;0;0;47293800;20157200;3586260;2468570;224141;29;654438000;0;0;6119;464000;280,58;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3046;153;195559;26;8790;42518600;25383500;7052850;4216650;201510;30;1873100000;376152;59042400;6330;1050000;244,16;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;22;0;181;0;2291460;370326;293220;68154;10860;30;34840300;169054;0;6330;810000;20,5;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;853284;81554;109188;17623;4044;12;10290300;0;0;2532;324000;8,56;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;4563;201;328414;0;0;84484500;39612400;12407200;6524270;354492;43;2959180000;0;0;10248;1505000;425,34;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;2886;114;278794;0;2;48513100;22118300;8047200;4127320;229920;30;2136680000;0;15328;6330;1050000;294,32;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5482;282;439069;0;1357;83226800;46879200;13805400;8658580;394440;60;4414240000;0;25244200;12660;2100000;482,36;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;1;0;0;0;924391;65715;118287;16461;4381;13;10552500;0;0;2743;351000;7,32;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1133;49;79750;0;435;7197210;1931760;930066;316319;34110;30;132212000;0;10261400;6330;818000;21,16;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1515;94;69344;0;759;9938100;3893600;1296820;565382;47100;30;191374000;0;23597100;6330;826000;36,07;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;721;16;40729;0;1851;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;936;69;40247;0;0;7197210;1884010;920970;263720;34110;30;92069700;0;2104590;6330;810000;76,02;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;928;5;191672;0;632;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1585;94;96488;0;143;9606830;3912440;1229310;801322;45530;29;448047000;0;1169650;6119;783000;85,91;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;11;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SSBG;BENTO GONÇALVES;RS;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;55;0;1130;0;0;160571;57836;20547;8203;761;1;2975510;0;22830;211;27000;3,13;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6147;306;274199;0;712;81285800;50675900;11830100;6827180;338004;41;2260500000;0;5869730;9860;1435000;586,6;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3014;73;19566;0;11613;45662900;23295200;3462590;2337540;216412;28;151226000;0;89756900;5908;448000;397,34;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4243;111;161073;0;4793;48513100;32518400;8047200;4197830;229920;30;1234460000;0;36733600;6330;1050000;432,76;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;869;20;52459;244;0;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3215;130;35967;3949;24464;43935900;27432200;7287940;3227170;208227;31;593958000;28164400;164325000;6541;1085000;493,05;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6627;263;151169;0;7697;86257400;54518200;14265600;6646850;407588;62;1493250000;0;246998000;13121;2170000;996,43;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;621;32;28107;0;10797;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1045;25;47869;0;19078;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;875;24;91005;30;0;;;;;;;;;;;;;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;25;0;69;0;2367840;316750;302994;61436;11222;31;32943800;35838;0;6541;837000;723,9;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;2663;98;117863;0;6;47293800;20582300;3586260;2763400;224141;29;910963000;0;46374;6119;464000;420,85;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3556;130;194972;1;10428;42518600;29763000;7052850;4669610;201510;30;1920910000;208227;70044900;6330;1050000;482,69;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;40;0;52;0;2291460;314578;293220;47289;10860;30;18990200;107152;0;6330;810000;700,62;
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2000;12;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5399;261;293841;0;0;77485400;43627200;11253100;6259050;321516;39;2332620000;0;0;9399;1365000;562,63;
