Atualizado em: 2023-06-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_ORIGEM_CONTINENTE;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;AEROPORTO_DE_DESTINO_CONTINENTE;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;PASSAGEIROS_GRATIS;CARGA_PAGA_KG;CARGA_GRATIS_KG;CORREIO_KG;ASK;RPK;ATK;RTK;DISTANCIA_VOADA_KM;DECOLAGENS;CARGA_PAGA_KM;CARGA_GRATIS_KM;CORREIO_KM;ASSENTOS;PAYLOAD;HORAS_VOADAS;BAGAGEM_KG
CRX;CROSSAIR LTD;ESTRANGEIRA;2000;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;LSZH;ZÜRICH/KLOTEN;;;SUÍÇA;EUROPA;INTERNACIONAL;REGULAR;100;0;6329;0;0;0;1132100;0;173539;11321;1;71650600;0;0;0;0;1,45;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;1;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;990;8;6052;0;267;7881200;5542680;624254;537722;25840;4;37157900;0;1724820;1220;96634;42,88;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;1;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;2137140;924924;107312;85345;7007;1;2102100;0;0;305;15315;10,18;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;830;22;5847;0;0;9851500;5794620;661126;559285;32300;5;37771600;0;0;1525;102342;24,71;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;1;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;67;0;0;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;1;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;478850;105190;33299;9467;1570;1;0;0;0;305;21210;1,8;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;2;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;2105720;800864;188824;72699;6904;1;621360;0;0;305;27350;19,1;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;2;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;618;6;3427;0;41;3940600;2157640;274485;213567;12920;2;19115100;0;264860;610;42490;26,98;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;2;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;2137140;1177180;169064;108594;7007;1;2648650;0;0;305;24128;13,93;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;38;0;0;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;2;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;525210;65436;42826;5889;1722;1;0;0;0;305;24870;22,3;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;913;34;12002;0;0;7881200;6143460;581062;630443;25840;4;77532900;0;0;1220;89948;72,34;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;2;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;65;0;0;0;0;0;455455;0;40990;7007;1;0;0;0;0;0;12,2;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;3;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;4211440;1387700;393113;124893;13808;2;0;0;0;610;56940;20,75;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;3;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;624;12;185;0;0;1970300;2732580;208658;247127;12920;2;1195100;0;0;305;32300;23,91;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;283;3;12883;0;0;7881200;1117580;930110;132882;25840;4;32300000;0;0;1220;143980;21,34;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;3;;;;;;;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;;;;;;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;4;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;4211440;2361170;426859;212504;13808;2;0;0;0;610;61828;17,75;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;4;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;635;11;121;0;0;5910900;1892780;473698;171131;19380;3;781660;0;0;915;73328;43,34;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;476;5;27138;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;4;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;4726890;1408600;456278;173502;15498;9;46731600;0;0;2745;264972;22,04;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;559;14;7440;0;0;9851500;6304960;993147;763758;32300;5;196313000;0;0;1525;153738;34,83;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;5;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;5;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;347;6;722;56;50;7881200;2241620;742060;206731;25840;4;4664120;361760;323000;1220;114870;53,92;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;485;0;3370;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;5;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;3676470;835170;337994;80967;12054;7;5803140;0;0;2135;196283;14,56;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;495;15;22298;0;0;9851500;5878600;1073830;694887;32300;5;165815000;0;0;1525;166228;32,52;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;5;;;;;;;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;;;;;;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;6;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;521;0;4005;0;514;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;6;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;649;3;2021;0;200;9851500;7558200;964316;723776;32300;5;38928000;0;4612440;1525;149275;76,74;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;643;18;25282;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;5252100;2004410;545094;231707;17220;10;50432200;0;885108;3050;316550;214,68;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;7;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;278;0;4202;0;0;6317160;5543910;663453;535120;20712;3;35279400;0;890616;915;96097;32,1;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;7;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;683;5;908;0;129;1020680;1020680;103101;91861;6460;1;0;0;0;158;15960;15,27;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;491;10;12056;0;0;2990980;1279080;270337;177132;12920;2;62016000;0;0;463;41848;26,5;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;7;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;1050420;504546;104015;49638;3444;2;4229230;0;0;610;60404;43,05;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;8;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;219;0;6692;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;8;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;431;6;274;0;0;5981960;4199000;545468;422908;25840;4;45000400;0;0;926;84438;36,03;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;357;7;11390;0;0;2990980;1640840;220886;221255;12920;2;73579400;0;0;463;34193;21,73;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;74;2;5682;0;0;797286;304794;77232;37214;3444;2;9784400;0;0;463;44851;27,27;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;9;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;446;1;15998;0;192;8422880;4922550;733203;568929;34520;5;124576000;0;1325570;1220;106200;70,67;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;9;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;394;4;2497;0;0;1970300;820420;164084;76751;6460;1;2913460;0;0;305;25400;9,02;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;9;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;498;15;14081;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;9;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;82;1;8500;0;0;2626050;998760;302208;128771;8610;5;38884500;0;0;1525;175500;11,73;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;326;0;0;0;0;6317160;3155130;497777;283960;20712;3;0;0;0;915;72100;42,9;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;131;2;0;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;200;5;0;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;525210;344400;45116;30996;1722;1;0;0;0;305;26200;3,57;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;228;7;12223;0;0;1970300;1705440;233206;169639;6460;1;16150000;0;0;305;36100;5,67;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;1050420;282408;99531;42159;3444;2;16743000;0;0;610;57800;2,68;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;;;;;;;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;;;;;;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;10;;;;;;;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;;;;;;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;11;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;474;18;6002;0;0;8422880;6199790;834001;604091;27616;4;46111800;0;0;1220;120800;58,07;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;11;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;424;5;677;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;448;44;5095;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;11;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;2100840;771456;228164;78203;6888;4;8773590;0;0;1220;132500;4,56;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;12;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;379;0;2904;0;0;;;;;;;;;;;;;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;12;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;464;7;5152;0;0;7881200;5445780;769817;542160;25840;4;52041800;0;0;1220;119167;52,57;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;12;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;234;6;1560;0;0;1970300;768740;225124;70575;6460;1;1388900;0;0;305;34849;11,07;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;12;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;525210;198030;43260;20138;1722;1;2316090;0;0;305;25122;21,78;
CUB;CUBANA DE AVIACION S.A.;ESTRANGEIRA;2000;12;;;;;;;MUHA;HAVANA;;;CUBA;AMÉRICA CENTRAL;INTERNACIONAL;REGULAR;;;;;;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1042720;449792;29792;16;449801000;0;0;0;560000;47,2;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;241569;0;0;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;1;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;31438;0;0;0;0;1042720;582660;29792;16;582666000;0;0;0;560000;43,2;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;1;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;2802240;1208800;80064;16;1208810000;0;0;0;560000;100,32;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;281487;0;0;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;18912;0;0;0;0;2802240;1503190;80064;16;1503200000;0;0;0;560000;100,8;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;1;;;;;;;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;;;;;;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1173060;511445;33516;18;511454000;0;0;0;630000;378,9;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;2;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;274680;0;0;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;2;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;25605;0;0;0;0;1173060;723494;33516;18;723504000;0;0;0;630000;376,1;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;2;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;3152520;1374490;90072;18;1374500000;0;0;0;630000;319,14;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;2;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;362958;0;0;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;2;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;24293;0;0;0;0;3152520;1937800;90072;18;1937800000;0;0;0;630000;318,6;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;2;;;;;;;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;;;;;;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1238230;505120;35378;19;505131000;0;0;0;665000;56,05;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;
CWC;CENTURION AIR CARGO INC.;ESTRANGEIRA;2000;3;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;271284;0;0;;;;;;;;;;;;;
